path,label,split,sha256,source
data/processed/mri/val/glioma/Tr-gl_422.jpg,glioma,val,c3f4970ef1d5c2ecca6dd3cda6ffe78f816a9f8c4385b5f196dd66ac124c3e07,dataset/Training/glioma/Tr-gl_422.jpg
data/processed/mri/val/glioma/Tr-gl_62.jpg,glioma,val,102f6f8757b09499869518a69a069da525e232871a9b3d7fecd942f31dfc2c9a,dataset/Training/glioma/Tr-gl_62.jpg
data/processed/mri/val/glioma/Tr-gl_588.jpg,glioma,val,f758c7a8aeccc63c5cf5e84b2150f4ecbf52e07e70c888dbe88301491b2285a5,dataset/Training/glioma/Tr-gl_588.jpg
data/processed/mri/val/glioma/Tr-gl_651.jpg,glioma,val,d7b9be3df4ca517b86a24fd680bb3924cb75e950f751d47aeb0012b2eba83cc0,dataset/Training/glioma/Tr-gl_651.jpg
data/processed/mri/val/glioma/Tr-gl_892.jpg,glioma,val,c8620654ebc8386cd4605e9efd7afbcc0c34a7672abb00c7be29bfbb9e7ebcb5,dataset/Training/glioma/Tr-gl_892.jpg
data/processed/mri/val/glioma/Tr-gl_592.jpg,glioma,val,59d694deefc0beb5d26d52f8f37b8c3147a25408105ea5e2dda06b3fb85563b4,dataset/Training/glioma/Tr-gl_592.jpg
data/processed/mri/val/glioma/Tr-gl_1027.jpg,glioma,val,116a8096eaffd839cc9443d55b0fe140cce3067a7e7cda3ed6188b3d54fc57fd,dataset/Training/glioma/Tr-gl_1027.jpg
data/processed/mri/val/glioma/Tr-gl_1328.jpg,glioma,val,4e0410647eddad94fdb5cc9f24cf03833f4031f71ed0da3679e00f219f0480c6,dataset/Training/glioma/Tr-gl_1328.jpg
data/processed/mri/val/glioma/Tr-gl_487.jpg,glioma,val,53fd993640cba4d0f65462711adba9808ecc009a5f5f2cb4867258a1a83043b6,dataset/Training/glioma/Tr-gl_487.jpg
data/processed/mri/val/glioma/Tr-gl_85.jpg,glioma,val,fa4444c54f440a6e74ef0e70e9ddeb8eb0c5c920efeade8f0de2f0e88b706a3e,dataset/Training/glioma/Tr-gl_85.jpg
data/processed/mri/val/glioma/Tr-gl_17.jpg,glioma,val,e68c85bec48d4dbbbbe8dff1bdc4b492b0d47832e3d0a9cca3a9917bf80f1083,dataset/Training/glioma/Tr-gl_17.jpg
data/processed/mri/val/glioma/Tr-gl_772.jpg,glioma,val,7d1b82b1b425040aef110c27e61814bbf38edb392cabdc77396680ba682053a2,dataset/Training/glioma/Tr-gl_772.jpg
data/processed/mri/val/glioma/Tr-gl_201.jpg,glioma,val,3f6ee6cfe1fcb884cfefac6c7e02ea653abc6d1687eadad3fbc757fa7b40d5fb,dataset/Training/glioma/Tr-gl_201.jpg
data/processed/mri/val/glioma/Tr-gl_267.jpg,glioma,val,594616f87b2fadbffe0e154bbc408a8f3d32767029d5785438b6a961a2efa19a,dataset/Training/glioma/Tr-gl_267.jpg
data/processed/mri/val/glioma/Tr-gl_208.jpg,glioma,val,0b9b6c82333fdb3412e09933ccfd6c1fd48fe9de21b4d8162102c67b24bfd70d,dataset/Training/glioma/Tr-gl_208.jpg
data/processed/mri/val/glioma/Tr-gl_737.jpg,glioma,val,30c602eeeb1545408af0c111086890b7098a94a6629f7d15f8115bba3482de4f,dataset/Training/glioma/Tr-gl_737.jpg
data/processed/mri/val/glioma/Tr-gl_781.jpg,glioma,val,f7d0f51618225578e6ba426a4bc8306e9c500b231876a0760ffee3702a7863da,dataset/Training/glioma/Tr-gl_781.jpg
data/processed/mri/val/glioma/Tr-gl_81.jpg,glioma,val,1db23164d24344cafce7766673b06c5210f70ee4a96eb93a2b130b21a3bcf581,dataset/Training/glioma/Tr-gl_81.jpg
data/processed/mri/val/glioma/Tr-gl_1110.jpg,glioma,val,154e3a3f6adbb7318ab8d5d72cfe6b8bc3a0e06dc8e6b42bca28dec960b6a3fa,dataset/Training/glioma/Tr-gl_1110.jpg
data/processed/mri/val/glioma/Tr-gl_1324.jpg,glioma,val,2cc19d4cdda41cac8ec45058e1de2fca4a07ecb9e38f0ca8cd7fb24f31048724,dataset/Training/glioma/Tr-gl_1324.jpg
data/processed/mri/val/glioma/Tr-gl_36.jpg,glioma,val,4000e5a5397c156cf04aeebaf41f4aa41c5cfe4f09db9e79ec054ccf1d7b64fb,dataset/Training/glioma/Tr-gl_36.jpg
data/processed/mri/val/glioma/Tr-gl_780.jpg,glioma,val,360cd017354f0568dfcd5d242b92a502a1bd7a68b8afb3798f550dcf9abf770f,dataset/Training/glioma/Tr-gl_780.jpg
